CodigoInterno,NombreInvima,DescripcionComercial,CodigoInvima,Cum
C479225,GOGAZ® CÁPSULA DE GELATINA BLANDA,1S1037591000102 SIMETICONA 200.0000 MG CAPSULAS DE LIBERACION NO MODIFICADA ORAL (GOGAZ) CAPSULA 1.0000U / CAJA X 50. CAJA POR 5 BLÍSTER PVC/PVDC-AL POR 10 CÁPSULAS.,INVIMA 2022M-0020659,20199562-3
C465750,GALVUS® MET COMPRIMIDO RECUBIERTO CON PELICULA 50 MG/850 MG,CAJA POR 56 COMPRIMIDOS RECUBIERTOS CON PELICULA EN BLISTER PA/ALU/PVC,INVIMA 2023M-0008822-R1,19998393-4
C9991068,ESOMEPRAZOL 40 MG,CAJA POR 100 TABLETAS CON CUBIERTA ENTÉRICA. EN EMPAQUE INDIVIDUAL TIPO BLISTER ALUMINIO/ALUMINIO POR 10 TABLETAS CON CUBIERTA ENTÉRICA CADA UNO.,INVIMA 2023M-0015130-R2,20066116-13
C14000321,DOLOTRIN F®,CAJA POR 30 TABLETAS EN BLISTER ALUMINIO/PVC POR 10 TABLETAS C/U,INVIMA 2021M-0013427-R1,20030345-3
C06514,METRONIDAZOL SUSPENSIÓN 250MG/5 ML,FRASCO PET ÁMBAR CON TAPA DE POLIPROPILENOSIN DATOBLANCA X 120ML DE SUSPENSION.,INVIMA 2021M-0011074-R2,20004321-1
C09546,PRELUDYO ® 75MG,CAJA PLEGADIZA POR 300 CAPSULAS EN BLÍSTER PVC/PVDC/ALUMINIO POR 15 CAPSULAS CADA BLÍSTER.,INVIMA 2017M-0012354-R1,20022288-13
375065,ANTISS® JARABE,CAJA PLEGADIZA CON FRASCO PET ÁMBAR POR 100 ML + TAPA DE POLIPROPILENO BLANCA CON JERINGA PLÁSTICA POR 5 ML,INVIMA 2016M-0005678-R1,19960276-9
C095691,SOLUCION CS PISA 0.9 % (CLORURO DE SODIO SOLUCION INYECTABLE 0.9 G / 100 ML),FRASCO DE POLIETILENO DE BAJA DENSIDAD FLEXOVAL 500 ML,INVIMA 2018M-0007404-R1,19979158-4
C005337,LEVOTIROXINA SODICA 100 MCG,CAJA POR 30 TABLETAS EN BLISTER ALUMINIO/ALUMINIO. POR 10 TABLETAS CADA BLISTER,INVIMA 2023M-0007334-R2,19974623-1
C730033,OXITOCINA 10 U.I/ML,CAJA PORSIN DATO10 AMPOLLAS DE VIDRIO TIPO I INCOLORO POR 1ML C/U CON ETIQUETA Y/O PIROGRABADO,INVIMA 2022M-0015216-R1,20065030-5
C6700475,PANTOPRAZOL 20 MG,PANTOPRAZOL 20.0000 MG TABLETAS DE LIBERACION MODIFICADA ORAL (MK) TABLETA 1.0000U / CAJA X 30. CAJA PLEGADIZA POR 30 TABLETAS CUBIERTAS EN BLISTER OPA/ALU/PVC-ALU POR 10 TABLETAS CUBIERTAS CADA UNO,INVIMA 2022M-0017546-R1,20102045-21
C9981136,IPIPRAL® 30 MG TABLETAS,CAJA PLEGADIZA POR 10 TABLETAS EN 1 SOBRE FOIL ALUMINIO / PEBD POR 10 TABLETAS.,INVIMA 2016M-0010979-R1,20014921-3
C290504,FARMA D® 7000 UI,CAJA PLEGADIZA CONTENIENDO 8 CÁPSULAS EN BLÍSTER PVDC /FOIL ALUMINIO. IUM:1C1003911001100,INVIMA 2019M-0019336,20149680-1
C466103,SANDOSTATIN® AMPOLLAS 0.1 MG,CAJA X 5 AMPOLLAS DE VIDRIO INCOLORO X 1 ML,INVIMA 2009M-0010249,20007947-2
C060319,ZOLIBIOS 1 G,1C1016781000100. CEFAZOLINA 1000.0000 MG POLVOS PARA RECONSTITUIR INTRAMUSCULAR INTRAVENOSA (ZOLIBIOS) VIAL 1.0000U / CAJA X 1. (CAJA PLEGADIZA CON UN (1) FRASCO VIAL DE VIDRIO TIPO I X 1 G.),INVIMA 2023M-0018363-R1,20125214-1
C585200,DILATREND TABLETAS 12.5MG.,CAJA POR 28 TABLETAS EN BLISTER ALU/ALU,INVIMA 2023M-007249-R3,218021-1
C6590662,NODOLPLUS®,CAJA POR 100 TABLETAS. CONTENIENDOSIN DATO10 BLISTERSIN DATOPVC-ALUMINIOSIN DATOCON 10 TABLETAS CADA UNO,INVIMA 2019M-0019282,20125451-6
C515315,LOPID® TABLETAS 600MG,CAJA POR 20 TABLETAS RECUBIERTAS EN BLISTER PVC/PVDC-ALUMINIO. CADA BLISTER X 10 TABLETAS.,INVIMA 2021M-08629-R4,22877-1
C06179,LAMICTAL ® 50 MG TABLETAS DISPERSABLES.,CAJA 30 TABLETAS DISPERSABLES POR UN BLISTER (PVC/PVDC/AL),INVIMA2014M-0002638-R1,19935908-2
C010154,SIMBRINZA® SUSPENSION OFTALMICA,FRASCO BLANCO DE PEBD POR 5 ML CON TAPA DE POLIPROPILENO DE COLOR BLANCO,INVIMA 2015M-0016682,20075435-2
C700377,MONTELUKAST5 MGTABLETASMASTICABLES,CAJA X 30 TABLETAS MASTICABLES EN BLISTER ALU/ALU X 10,INVIMA 2021M-0008434-R1,19989598-6
C00546,TRIMETOPRIM SULFA 80 MG / 400MG,IUM 2S1011781000105 SULFAMETOXAZOL 400.0 MG/TRIMETOPRIMA 80.0 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (ECAR) TABLETA 1 U GENERICO QUE NO ES MUESTRA MÉDICA / CAJA PLEGADIZA POR 100 TABLETAS CON DIEZ BLISTER DE PVC TRANSPARENTE/ALUMINIO POR 10 TABLETAS CADA UNO.,INVIMA 2018M-0018578,20128171-6
C125407,RENANGIO80 MG,PRESENTACIÓN COMERCIAL:CAJA X 30 TABLETASSIN DATOEN BLISTER ALU /ALU,INVIMA 2019M-0014758-R1,20056044-6
C320104,PROGRAF ® XL 3 MG CAPSULASDE LIBERACION PROLONGADA,CAJA X 50 CÁPSULAS EN BLISTER PVC/ PVDC EN BOLSA DE ALUMINIO,INVIMA 2020M-0013351-R1,20035350-2
C295241,CYSTRON® 8 MG TABLETA ORODISPERSABLE,101029481000100- CAJA PLEGADIZA POR 30 TABLETAS ORODISPERSABLES. EN 3 BLÍSTER DE ALUMINIO- ALUMINIO E INSERTO,INVIMA 2019M-0019468,20149016-1
C620285,NASONEX® SPRAY NASAL,FRASCO POR 18 G PARA 140 DOSIS.,INVIMA 2020M-006560-R2,214137-1
C080740,DOVIQEV®,CAJA X 1 VIAL DE VIDRIO TIPO 1 TRANSPARENTE POR 20 MG DEENFORTUMAB VEDOTINA,INVIMA 2024MBT-0000109,20215692-1
C9991180,NISTAVON,CAJA CON UN TUBO COLAPSIBLESIN DATOEN ALUMINIO POR 20 G CREMA (NISTAVON),INVIMA 2019M-0006640-R1,19967422-1
C630256,TOPTEAR® P,CAJA POR UN FRASCO GOTERO EN PEBD POR 10 ML,INVIMA 2021M-0014012-R1,20042920-1
C110563,DEXPROFEN INYECTABLE,CAJA PLEGADIZA POR 3 AMPOLLAS DE VIDRIO TIPO I COLOR AMBAR CON ETIQUETA.,INVIMA 2024M-0021245,20235637-2
C201119,KAIROS PF® SOLUCIÓN OFTÁLMICA,FRASCO EN POLIETILENO DE BAJA DENSIDAD. POR 5 ML. CON BOQUILLA PROVISTA DE UNA VÁLVULASIN DATODE SILICONA DE COLOR AZUL Y TAPA POLIETILENO DE ALTA DENSIDAD DE COLOR BLANCO. EN CAJA PLEGADIZA POR UNA UNIDAD,INVIMA 2019M-0018966,20134226-1
C095083,PROPESS® OVULOS,CAJA POR UN OVULO EN SOBRE DE ALUMINIO/POLIETILENO LAMINADO,INVIMA 2023M-007054-R3,208575-1
C01288,BENEFIX® 250 U.I.,CAJA DE CARTÓN CON BANDEJA CON 1 VIAL DE POLVO PARA RECONSTITUIR + JERINGA PRELLENADA DE SOLVENTE + ADAPTADOR ESTÉRIL + SISTEMA DE INFUSIÓN + 2 TORUNDAS CON ALCOHOL + APÓSITO ADHESIVO + COMPRESA DE GASA + INSERTO,INVIMA 2010MBT-14055-R1,19904610-1
C375170,CETIRAX 10 MG TABLETAS,CAJA POR 10 TABLETAS MASTICABLES EN BLISTER DE PVDC/PE/PVC INCOLORO MAS PAPEL ALUMINIO,INVIMA 2023M-0008913-R2,19992892-3
C275370,DERMOVATE LOCION CAPILAR,FRASCO ENSIN DATOPEBD X 60 ML.,INVIMA 2017M-007082-R3,58452-1
C659073,DOXU® 7.5,IUM 2H1027861000101 CAJA POR 20 TABLETAS RECUBIERTAS CON CUATRO BLISTER LAMINADO ALUMINIO/ALUMINIO POR 5 TABLETAS RECUBIERTAS CADA UNO.,INVIMA 2019M-0018877,20128919-2
C003302,SERECOR® FORTE DPI 500,CAJA POR 30 CÁPSULAS CON POLVO SECO PARA INHALACIÓN EN BLÍSTER PVC/TE/PVDC TRANSPARENTE INCOLORO / FOIL ALUMINIO. 3 BLÍSTER POR 10 CÁPSULAS. CON INHALADOR.,INVIMA 2016M-0017465,20103741-3
C670398,NABILA® 10 MG COMPRIMIDOS,CAJA POR 28 COMPRIMIDOS EN BLISTER PVDC-PVC/ALUMINIO CON FILTRO UV,INVIMA 2020M-0010517-R1,20009035-5
C9991110,PIRANTEL TABLETAS X 250 MG,CAJA POR 60 TABLETAS EN BLISTER PVC AMBAR/ALUMINIO.,INVIMA 2019M-13477-R2,19902915-1
C04284,INTELENCE®TABLETAS 200MG,CAJA DE CARTÓN CON FRASCO BLANCO PLÁSTICO DE POLIETILENO DE ALTA DENSIDAD (HDPE) CON TAPA DE POLIPROPILENO (PP) POR 60 TABLETAS.,INVIMA 2019M-0015332-R1,20065823-1
C275677,VOTRIENT® 200 MG,USO INSTITUCIONAL:SIN DATOCAJA POR 30 TABLETAS RECUBIERTS EN FRASCO DESIN DATOPOLIETILENO DE ALTA DENSIDAD (HDRE).,INVIMA 2022M-0012405-R2,20024562-5
C13426,ZOPICLONA 7.5 MG TABLETAS RECUBIERTAS,CAJA POR 10 TABLETAS EN BLISTER PVC/PE/PVDC-ALUMINIO. EN BLISTER POR 10 TABLETAS.,INVIMA 2022M-0010378-R1,20008867-7
C430055,IRBETIAZID®300,USO INSTITUCIONAL CAJA PLEGADIZA Y BLISTER PVC PVDC/ALUMINIO. POR 28 TABLETAS,INVIMA 2015M-0004228-R1,19949125-9
C290596,FEXOFENADINA TABLETA RECUBIERTA X180 MG,INSTITUCIONAL : CAJA CARTÓNSIN DATOX 10 TABLETAS CONSIN DATO1 BLISTER EN PVC/PVDC/ALUMINIO X 10SIN DATOTABLETASSIN DATORECUBIERTAS.,INVIMA 2022M-0016857-R1,20094553-8
C931139,UROMITEXAN 400 MG/4ML AMPOLLAS,CAJA PLEGADIZA CONTENIENDO 15 AMPOLLAS DE VIDRIO TIPO I INCOLORO POR 4ML CADA UNA.,INVIMA 2021M- 009635 R3,24063-1
C255320,TETRALYSAL 150 MG CAPSULAS,CAJA POR 16 CAPSULAS EN FOIL DE POLIETILENO-ALUMINIO/POLIETILENO-ALUMINIO (STRIP).,INVIMA 2020M-006071-R2,201754-1
C10173,TOPAMAC®50 MG TABLETAS,CAJA CON FRASCO HPDE POR 28 TABLETAS,INVIMA 2008 M-010673 R1,225392-2
C585510,UROCUAD® 300 MG. TABLETAS,CAJA X 30 TABLETAS EN BLISTER PVC/ALUMINIO,INVIMA 2022M-001502- R4,32842-1
C560055,BETASERC ® 24,CAJA X 40 TABLETAS EN BLISTER PVC/PVDC/ALUMINIO.,INVIMA 2019M-0009132-R1,19994205-8
C630241,SINAC®,FRASCO DUO CONTENIENDO DOS TUBOS PLÁSTICOS INTERNOS. UNO CON GEL DE CLINDAMICINA Y EL OTRO CON GEL DE PERÓXIDO POR 15 G CADA UNO,INVIMA 2019M-0008870-R1,19994185-1
C515382,MOTRIN® 400 MG,CAJA POR 100 TABLETAS EN BLISTER PVC ALUMINIO,INVIMA 2019M-012611-R2,19900510-10
320005*I,RISPERDAL CONSTA® 37.5 MG SUSPENSION INYECTABLE,CAJA CON UN VIAL DE RISPERIDONA. POLVO PARA RECONSTITUIR A SUSPENSIÓN INYECTABLE + JERINGA PRELLENADA CON 2 ML DE SOLVENTE PARA RECONSTITUCIÓN + UN DISPOSITIVO DE ACCESO AL VIAL. LIBRE DE AGUJA PARA RECONSTITUCIÓN + DOS AGUJAS PARA INYECCIÓN INTRAMUSCULAR,INVIMA 2022M-0009457-R1,19998043-3
C013821,NEURONOX ®50 U,CAJA POR 1 VIAL DE VIDRIO TIPO I DE CAPACIDAD DE 5 ML. CON TAPÓN DE CLOROBUTILO. TAPA FLIP-OFF EN POLIPROPILENO/ALUMINIO. CONTENIENDO EL POLVO LIOFILIZADO.,INVIMA 2023MB-0015013-R1,20049561-1
C670777,VEDIPAL ® 1000,2D1016881000100 CAJA PLEGADIZA X 30 COMPRIMIDOS RECUBIERTOS EN BLÍSTER PVC/PVDC/ALUMINIO .,INVIMA 2018M-0018671,20114716-1
C09565,SUERO FISIOLOGICO SOLUCION ISOTONICA DE CLORURO DE SODIO,BOLSA DE POLIPROPILENO (PP) POR 100 ML. CON SOBREBOLSA DE POLIETILENO DE ALTA DENSIDAD.,INVIMA 2020M-03418-R4,38907-9
C013751,ILOTICINA® PLUSSOLUCIONTOPICA,CAJA PLEGADIZA POR UN FRASCO PEAD POR 50ML DE LOCIÓN CON TAPÓN APLICADOR EN BOLSA PLÁSTICA.,INVIMA 2022M-0010638-R1,20005687-1
75077,BIODERM® CREMA,CAJA CON TUBO COLAPSIBLE DE ALUMINIO CON RECUBRIMIENTO INTERIOR DE RESINA EPOXIFENOLICA POR 20G,INVIMA 2023M-005385-R3,7028-2
C253478,PEMETA®100 MG POLVO LIOFILIZADO,1P1007891001100SIN DATOCAJA PLEGADIZA X 1 VIAL DE VIDRIO TIPO I CON TAPÓN DE CAUCHO.,INVIMA 2019M-0019284,20142738-1
C465501,RITALINA 10 MG COMPRIMIDOS,CAJA POR 30 COMPRIMIDOS EN BLISTER POR PA/AL/PVC 10 UNIDADES,INVIMA 2018M-011789-R2,227970-1
C528432,ESOMEPRAZOL 20 MG,CAJA POR 100 TABLETAS DE LIBERACIÓN RETARDADA. EN EMPAQUE INDIVIDUAL BLÍSTER ALUMINIO/ALUMINIO X 20 TABLETAS DE LIBERACIÓN RETARDADA C/U.,INVIMA 2019M-0015025-R1,20066117-12
C903033,GENOPRAZOL 10 MG CAPSULAS,CAJA POR 14 CÁPSULAS BLISTER TRIFLEX I (PVC/PE/PVDC)/ALUMINIO,INVIMA 2021M-0015571-R1,20070603-8
C265736,PAMOATO DE PIRANTEL SUSPENSION 250 MG/5 ML,CAJA CON 1 FRASCO PEAD X 15ML + TAPA EN POLIPROPILENO Y BANDA DE SEGURIDAD.,INVIMA 2021M-008265-R4,25796-3
C135527,DORMEBEN® EZ 2 MG TABLETAS RECUBIERTAS.,CAJA POR 15 TABLETAS CUBIERTAS EN BLISTER ALUMINIO Y PVDC-PE-PVC (ALFOIL T) TRANSPARENTE.,INVIMA 2021M-0014836-R1,20061109-2
C295133,PROSTARIDE 4 MG TABLETAS,CAJA X 30 TABLETAS EN BLISTER ALUMINIO/PVDC,INVIMA 2020M-0007521-R1,19975165-4
C999014,IRBESARTAN150 MG,CAJA POR 30 TABLETAS CUBIERTAS CON PELICULA. BLISTER PVC/PVDC BLANCO/ALUMINIO POR 15 TABLETAS CADA UNO,INVIMA 2023M-0010372-R1,20008502-24
C060919,METOJECT® 10 MG/0.20 ML,CAJA DE CARTULINA QUE CONTIENE BLISTER CON 1 JERINGA PRELLENADAS DE VIDRIO INCOLORO TIPO I CON AGUJA INTEGRADA.,INVIMA 2017M-0012544-R1,20029778-1
C341303,BETAHISTINA 16MG,1B1005771001104 CAJA PLEGADIZA POR 20 TABLETAS EN BLÍSTER PVC/PE-EVOH-PE/ACLAR/PVC - ALUMINIO POR 10 TABLETAS CADA UNA DE BETAHISTINA 16 MG + INSERTO.,INVIMA 2021M-0020161,20188580-6
C425304,JANUMET XR 100/1000MG TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA,FRASCO DE HDPE POR 28 TABLETAS RECUBIERTAS DE LIBERACIÓN PROLONGADA (EL FRASCO INCLUYE UN SOBRE CON SILICA GEL).,INVIMA 2014M-0015531,20068050-1
C420475,ZIAC ® 10 MG,CAJA CON 30 TABLETAS BLISTER ALU/ALU,INVIMA 2017M-005592-R2,202329-13
C3755603,NEDOX® 20MG TABLETAS GASTRORRESISTENTES,1E1014021002104 CAJA CON 4 BLISTER EN ALU-ALU((OPA-ALUMINIO-PVC)ALUMINIO POR 7 TABLETAS GASTRORRESISTENTES C/USIN DATO,INVIMA 2019M-0019178,20157741-6
C222925,AMPICILINA Y SULBACTAM 1.5 G.,CAJA PLEGADIZA POR 10 FRASCOS VIAL DE VIDRIO TIPO I.,INVIMA 2023M-0001779-R3,19931216-5
377401,NOFERTYL® INYECTABLE,CAJA CON 24 AMPOLLAS DE VIDRIO ÁMBAR PIROGRABADA O CON ETIQUETA POR 1 ML EN ESTUCHE INDIVIDUAL.,INVIMA 2020M-0003611-R2,19946883-37
C055010,ACID MANTLE NLOCION,FRASCO DE PEAD(PLÁSTICO)CON TAPA AZUL DE PP PORSIN DATO400 ML,INVIMA 2009M-0010112,20005669-3
C395256,NOVADROX® OD,CAJA POR 5 TABLETAS EN BLISTER ALUMINIO/PVC/PE/PVDC.,INVIMA 2008M-0007704,19986730-1
C142605,ZAVICEFTA,*2A1018221001100: CAJA PLEGADIZA POR 10 VIALES EN VIDRIO TIPO I CLARO CONTAPÓN GRIS DE BROMOBUTILO CUBIERTO CON POLÍMERO DE FLUORINATO Y SELLO DE SEGURIDAD DE ALUMINIO FLIP-OFF DEL PRODUCTOMÁS INSERTO,INVIMA 2019M-19450,20157002-1
C495158,DISALOT®,CAJA PLEGADIZA CON FRASCO GOTERO EN PEBD Y SUBTAPA CAPILAR INCOLORA DE PEBD Y TAPA DE PP BLANCA POR 5 ML,INVIMA 2021M-0013741-R1,20051434-1
C999473,PENTASA® GRANULOS DE LIBERACION PROLONGADA 2 G,CAJA POR 30 SOBRES EN POLIESTER/ ALU / PEBD,INVIMA 2023M-0012190-R2,20028520-2
C125030,ATROVENT ® HFA 20 MCG AEROSOL,CAJA CON FRASCO DE ACERO INOXIDABLE X 10 ML. CON VÁLVULA DOSIFICADORA Y BOQUILLA,INVIMA 2020M-0001838-R2,19930893-2
C509969,CHALVER ZAKOR® 100 MG TABLETAS,CAJA POR 6 TABLETAS EN BLISTER PVC ROJO / ALUMINIO.,INVIMA 2022M-000779-R4,29136-1
C09577,SINGULAIR® 5 MG,CAJA POR 30 TABLETAS EN BLÍSTER OPA/ALUMINIO/PVC/ALUMINIO,INVIMA2022M-007543-R2,224394-2
C023221,LORBRENA® 25 MG,CAJA POR 90 TABLETAS RECUBIERTAS EN 9 BLÍSTERES DE OPA-ALUMINIO-PVC / ALUMINIO. CADA BLÍSTER CON 10 TABLETAS RECUBIERTAS,INVIMA 2024M-0021523,20210581-1
C4300917,SOLIPLEX® 10MG TABLETAS RECUBIERTAS,1S1012431003101 CAJA POR 30 TABLETAS EN BLÍSTER PVC TRANSPARENTE/ALU. SOLIFENACINA 10.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (SOLIPLEX) TABLETA 1.0000U / CAJA X 30,INVIMA 2022M-0020692,20138824-2
C599100,RESINCALCIO®,CAJA POR 26 SOBRES COMPUESTOS POR UN COMPLEJO DE PAPEL-POLIETILENO-ALUMINIO-POLIETILENO QUE CONTIENE 15G DE MEDICAMENTO.,INVIMA 2023M-006014-R3,56622-2
C515210,EPAMIN 100 MG CAPSULAS,FRASCOSIN DATODESIN DATOVIDRIOSIN DATOÁMBARSIN DATOXSIN DATO50SIN DATOCÁPSULAS.SIN DATOTAPA EN POLIPROPILENO.SIN DATOCONSIN DATOLINERSIN DATOSORB-IT-CAN,INVIMA2019M-001002-R4,30051-5
C07209,MOMETASONA FUROATO 0.1% CREMA,CAJA CON UN TUBO DE ALUMINIO COLAPSIBLE X 15 G.,INVIMA 2021M-0004019-R2,19947270-1
C00542T,PREGABALINA CAPSULAS75 MG,CAJA PLEGADIZA POR 300 CÁPSULAS EN BLÍSTER PVC TRANSPARENTE / ALUMINIO POR 10 CÁPSULAS CADA UNO,INVIMA 2017M-0017645,20091820-6
C320010,INVEGA TRINZA™,PALIPERIDONA 200.0000 MG SUSPENSION INTRAMUSCULAR (INVEGA TRINZA) JERINGA 1.3150ML / CAJA X 1,INVIMA 2022M-0018005-R1,20112358-3
C525280,LOSARTAN POTASICO 100 MG + HIDROCLOROTIAZIDA 25 MG TABLETA RECUBIERTA.,CAJA PLEGADIZA X 50 TABLETAS RECUBIERTAS EN BLISTER DE PVC/PVDC-ALUMINIO X 10 TABLETAS,INVIMA 2019M-0019323,20157467-2
C300080,ZOLPIDEM HEMITARTRATO10.00 MG,CAJA X 30 TABLETAS RECUBIERTAS EN BLISTER PVC/ALUMINIO,INVIMA 2022M-0007701-R1,19982431-2
C01648T,CILOSTAL ® 50MG TABLETAS,BLISTER PVC TRANSPARENTE/ ALUMINIO EN CAJA CON 30 TABLETAS.,INVIMA 2021M-0005084-R2,19956202-4
C420261,GLUCOPHAGE® XR 1000 MG,CAJA POR 30 TABLETAS DE LIBERACION PROLONGADA EN BLISTER PVC/PVDC-ALUMINIO,INVIMA 2021M-0010684-R1,20004233-2
C901553,CREMA FORZ,CAJA DISPENSADORA POR 24 SACHETS EN POLIÉSTER CON FOIL DE ALUMINIO MAS POLIETILENO DE BAJA DENSIDAD. CADA SACHET POR 12 G.,INVIMA 2016M-0005888-R1,19963799-1
C693555,LOKELMA 10G,1C1038171000100- CICLOSILICATO DE SODIO Y ZIRCONIO 10 G POLVOS PARA RECONSTITUIR ORAL (LOKELMA) SOBRE 1 U / CAJA X 3 - CAJA POR 3 SACHETS DE PET/AL/PEBD CON POLVO PARA RECONSTITUIR PORSIN DATO10 G C/U,INVIMA 2021M-0020486,20176758-1
C695291,IBUFLASH®400 MG,CAJA PLEGADIZASIN DATOPOR 24 CÀPSULAS BLANDAS EN UN BLISTER PVC/PVDC/ALUMINIOSIN DATOCON 2 CÀPSULAS BLANDAS POR BLISTER,INVIMA 2021M-0007698-R1,19985887-5
C04264,ISOFACE 20 MG,CAJA POR 30 CAPSULAS DE GELATINA BLANDA EN BLISTER PVDC/ALUMINIO CONTENIDO EN SOBRE POUCH,INVIMA 2021M-0011185-R2,20020357-3
C999089,NEUTRODERM,FRASCO PEAD X 500 ML SPRAY,INVIMA 2020M-0015585-R1,20072617-3
C505431,SULFADIAZINA DE PLATA CREMA 1%,TUBO COLAPSIBLE DE ALUMINIO POR 30 GRAMOS.,INVIMA 2021M-0001762-R2,19930887-3
C003445,SULFATO FERROSO JARABE,FRASCO PET BLANCO Y TAPA PP POR 120 ML DE JARABE.,INVIMA 2022M-0015871-R1,20071876-1
C04352,BONSONO® 3MG,1E1002211005102 - CAJA POR 20 TABLETAS RECUBIERTAS EN BLÍSTER ALUMINIO/ALUMINIO,INVIMA 2020M-0019687,20151874-2
C230919,SAMEXID® 30 MG,CAJA POR 30 CAPSULAS ENSIN DATOBLISTER PACK ALUMINIO-POLIAMIDA-PVC-ALUMINIO,INVIMA 2015M-0016064,20083500-5
C443220,NITROFURANTOINA 100 MG,CAJA POR 40 CAPSULAS EN BLISTER PVC/ALUMINIO POR 5 CAPSULAS C/U,INVIMA 2022M-0011106-R2,20017424-10
C017716,ERICOX ® 90,CAJA DE CARTON POR 14 TABLETAS RECUBIERTAS ENVASADAS EN BLISTER ALU - ALU,INVIMA 2020M-0014892-R1,20060069-2
C999134,CLARITROMICINA 500 MG,CAJA POR 10 TABLETAS. BLÍSTER LAMINADO PVDC/PE/PVC INCOLORO/ALUMINIO,INVIMA 2018M-006314-R2,58682-1
C01574,PHESGO® 1200 MG/600 MG,CAJA POR 1 VIAL DE VIDRIO TIPO I DE BOROSILICATADO INCOLORO. TAPÓN DE GOMA Y PRECINTO (CÁPSULA DE ALUMINIO CON DISCO DE PLÁSTICO) QUE CONTIENE 1200 MG PERTUZUMAB Y 600 MG DE TRASTUZUMAB EN 15 ML,INVIMA 2024MBT-0000099,20195789-1
C102079,OSMORINMANITOL AL 20%EN AGUA U.S.P.,BOLSAS PLASTICAS DE PVC POR 500 ML. DE DOS SALIDAS CON BOLSA EXTERNA DE POLIETILENO DE ALTA DENSIDAD.,INVIMA 2022M-000921-R4,29514-2
C006437,HYRIMOZ® 40MG,CAJA POR 2 PLUMAS PRECARGADAS DE UN SOLO USO POR 0.8 ML ENSAMBLADAS EN DISPOSITIVO AUTOINYECTOR DELTA,INVIMA 2021MBT-0000036,20175556-5
C700496,TRAMADOL + ACETAMINOFEN,CAJA X 300 TABLETAS EN BLISTER X 10 TABLETAS CADA UNO,INVIMA 2017M-0007640-R1,19979434-14
C220821,XADAGO 100 MG TABLETASRECUBIERTAS CON PELÍCULA,1S1022881000101SIN DATO CAJA POR 30 TABLETAS RECUBIERTAS CON PELICULA EN BLISTER ALUMINIO/PVC/PVDC,INVIMA 2023M-0018623-R1,20136519-2
C108798,QUETIAPINA 25 MG,CAJA POR 500 TABLETAS EN EMPAQUE INDIVIDUAL TIPO BLÍSTER PVC-PVDC BLANCO/FOIL ALUMINIO POR 10 TABLETAS CADA UNO,INVIMA 2022M-0008787-R1,19991189-12
C290585,FEXOFENADINA TABLETA RECUBIERTA 120 MG,CAJA POR 500 TABLETAS RECUBIERTAS EN BLISTER PVC/PVDC TRANSPARENTE - ALUMINIO (IUM 1F1002991007113),INVIMA 2021M-0020036,20178033-15
C150242,ESTROGEL,FRASCO DE POLIETILENO CON VÁLVULA DOSIFICADORA X 100 G,INVIMA 2020M-0010506-R1,20010099-3
C095211,BRILINTA® 90 MG,CAJA POR 30 COMPRIMIDOS RECUBIERTOS EN BLISTER,INVIMA 2017M-0012872-R1,20039341-2
C140083,MEFLAX® 5 MG TABLETAS RECUBIERTAS,CAJA POR 30 TABLETAS RECUBIERTAS EN BLISTER PVDC TRILAMINADO BLANCO / ALUMINIO.,INVIMA 2022M-0007909-R1,19979472-6
C901580,HYDROXYUREA 500 MG CAPSULAS,CAJA DE CARTON POR 10 BLISTER POR 10 CAPSULAS DURAS CADA UNO.,INVIMA 2009 M-013160-R1,19901625-1
80320,VIREX® UNGÜENTO,CAJA DE CARTÓN PLEGADIZA CON 1 TUBO COLAPSIBLE DE ALUMINIO POR 30 G.,INVIMA 2022M-010017-R3,219368-7
C020153,OPTIVE FUSION® UD,2C1002491000100 - CARMELOSA 5.0000 MG/GLICEROL 10.0000 MG OTRAS SOLUCIONES OFTALMICA (OPTIVE FUSION UD) VIAL 0.4000ML / CAJA X 30,INVIMA 2023M-0017911-R1,20104677-1
C249876,HISTIVERT 16 MG,CAJA POR 30 TABLETAS EN 3 BLISTER DE ALUMINIO/PVC-PVDC CRISTAL INCOLORO (BLISTER POR 10 TABLETAS)..,INVIMA 2014M-0015411,20068917-4
C425120,EMEND® 80 MG/125 MG,CAJA PLEGADIZA DE CARTON X UNA CAPSULA DE 125 MG Y DOS CAPSULAS DE 80 MG EN BLISTER ALU/ALU MAS INSERTO.,INVIMA 2020M-0003636-R2,19945183-2
C01373,BETALOC ZOK® 100 MG TABLETAS,CAJA DE CARTÓN POR 30 TABLETAS DE LIBERACION PROLONGADA EN BLÍSTER DE PVC/ALUMINIO,INVIMA 2021M-010775 - R3,33788-4
C9991144,PRIMIDONA 250 MG TABLETAS,1P1007681002100 CAJA POR 30 TABLETAS EN BLÍSTER DE ALUMINIO/PVC TRANSPARENTE PORSIN DATO10 TABLETAS CADA UNO,INVIMA 2019M-0019329,20132767-1
